,text,favorite_count,retweet_count,country,sentiment
751,Boris Johnson warns illegal Channel migrants: We will send you back https://t.co/jh58vwKEuG,192,80,United Kingdom,-0.6124
752,Out with the migrants. Out with Foreign Aid. Out with Illegal Immigrants. And in with whats Best For British. Out with Halal Slaughter. Out with Burkhas. Start as we mean to go on the British Way ir Get Bloody Out. You are guests of this Country.Remember this or Piss Off.,191,95,United Kingdom,-0.6124
753,"Afghan migrant goes on a stabbing rampage, but police say they don't think it's a terrorist related!. Man, 19, killed and nine injured after knifeman goes on stabbing rampage in Lyon https://t.co/kZYPnRLObO via @MetroUK",191,296,United Kingdom,-0.7171
754,"Watch: Previous @EUparliament debate on Erdogan's Turkey, a regime the EU props up by outsourcing its migrant policy, resulting in brutal refugee camps. Where's the outrage at that institutionalised racist policy and Fortress Europe? 7/7",191,55,United Kingdom,-0.9081
755,"Its a pity Italy hadn't joined the EU, then it would not have had a collapsed government, owed EUR2 trillion Euros, youth unemployment, gone into recession and a migrant crisis to boot.",190,59,United Kingdom,-0.8803
756,I'd swap 10 Migrants for 1 of these Dicks! They should all be Deported! Why can't the people traffickers take these fuckers back to France with them? I'd pay good money for that! https://t.co/79cVmxPCB1,189,52,United Kingdom,-0.5067
757,"A few more Southern Migrant Hawkers (Aeshna affinis) from Oare Marshes, Kent, August 2019. As you can see, I started to get quite obsessed! @BDSdragonflies @Britnatureguide @NatureUK @KentWildlife @BBCSpringwatch @WildlifeMag @insectweek @ScotlandBds @bugboybaker https://t.co/2sZ6wsg7PU",188,19,United Kingdom,-0.3149
758,"@BBCNews @SkyNews ""French police appear ferocious when dealing with peaceful protesters, but barely able to prevent groups such as #Antifa from causing violence... French police seem particularly cautious when having to deal with young Arabs and illegal migrants.""",188,73,United Kingdom,-0.774
759,"This is typical Ch4 News bullshit. There is no clear evidence of any change in the rate of sea level rise. And there was never a sensible case for building houses on the coast, below sea level. These people will not be climate change ""refugees"". https://t.co/T0PwJ66By9",187,66,United Kingdom,-0.5267
760,"@KTHopkins You seen this ?Newly -arrived migrants on Kent Coast filmed being greeted by middle-aged British man who coaches them on how to apply for Asylum...While Police assist the process, &amp; try to stop member of the public filming !!  https://t.co/dkM6Z1xcVy",186,152,United Kingdom,-0.1739
761,"Comment: China is refusing to renew passports for its Uighur Muslim citizens abroad, to force them to return into captivity. But Uighur exiles are refugees and host countries should shield them from refoulement, explains @cjwerlemanhttps://t.co/wgoOGRZ8yW",186,115,United Kingdom,-0.4019
762,"Very interesting to watch people lose their shit at the proposed 36k threshold for migrants entering the UK after Brexit. But don't recall any objections towards the 30k threshold for non-EU migrants that we've implemented for years.The ""anti-racist"" crowd doing what they do.",186,51,United Kingdom,-0.5118
763,100 indigenous Brits working hard and all getting a piece of the pie. If you let in 100 migrants then your piece of the pie is halved. If  a hospital  has 100 beds and caters for 1000 people and you let in 1000 immigrants you are then forced to wait for a hospital bed.,186,88,United Kingdom,-0.5267
764,"Border Patrol agent Matthew Bowen had been investigated for years before he used his 4,000 pound truck to assault a fleeing migrant",186,82,United Kingdom,-0.5859
765,Two police officers murdered in Trieste Italy. Killers were migrants with 'psychiatric issues'  https://t.co/dIv7mcZ6ot,186,101,United Kingdom,-0.8658
766,tfw you leave your desk unattended for two secs and come back to discover you've accidentally published a staggeringly racist incitement to murder refugees in the nation's most read newspaper https://t.co/Qn5dF5Kpvo https://t.co/WQxk0ND4Yp,186,37,United Kingdom,-0.9062
767,"'We led a life worse than a dog in Pakistan': Hindu refugees from Sindh, Pakistan, now in Delhi, India https://t.co/iDe48iktxR",185,147,United Kingdom,-0.4767
768,".@Arron_banks neglects to mention he was leaving private members club Loulou's, which recently suspended migrant workers for campaigning for a living wage.Owner of the club, Robin Birley, has donated a small fortune to UKIP and Boris Johnson.Fascist scum, off our streets. https://t.co/fkeFYvSEGQ",185,66,United Kingdom,-0.872
769,"This is a shocking tale of a sustained bullying campaign by activists at the University of Bristol against a black, female, migrant student.Hugh admiration for Raquel Rosario Sanchez, and for her supervisor, Emma Williamson, for her principled stance and support of Raquel. https://t.co/LG6MudRVo1",184,90,United Kingdom,-0.1027
770,How many times must this be said: austerity isn't being moderate.  Letting refugees die in squalid camps isn't moderation. Letting citizens be homeless isn't moderation. Privatising the NHS isn't moderation. Fracking isn't moderation. Windrush isn't moderation. #LibDem https://t.co/tIrvA2Voql,183,67,United Kingdom,-0.5994
771,"Not all refugees fleeing the Nazis have been so lucky. Two years ago, just before outbreak of war, USA refused to admit 937 German Jewish refugees aboard ocean liner St. Louis. https://t.co/mfC1RinrjK",181,86,United Kingdom,-0.149
772,"""#Uighur Muslim refugees with expiring passports face a double bind, either return to #China and risk persecution or remain and be detained"" writes @cjwerleman https://t.co/wgoOGRZ8yW",181,115,United Kingdom,-0.5859
773,"Affordable homes-----are you blind, we have free movement of people and thousands of illegal migrants so how can any small country keep up with it.",180,59,United Kingdom,-0.4588
774,"Germany: Knife-wielding Muslim migrant screaming ""Allahu akbar"" enters synagogue, is released, cops unsure of motive https://t.co/Ti3amo6Moj",180,208,United Kingdom,-0.5574
775,"Tired of these people &amp; their shite! It's not even #AltShite, it's the same oul' shite that destroyed this country for decades. Irish emigrants weren't just economic migrants. Loads of them were refugees, running as fast as they could to escape The Valley of the Squinting Windows",180,19,United Kingdom,-0.69
776,"The XR spokesperson on #BBCQT tonight has previously attacked ""mass migration"", blamed migrants for low pay and for reducing ""social cohesion"".  Having them represent the movement is a mistake. Any structural understanding of climate change must be centred around migrant justice",180,74,United Kingdom,-0.765
777,"EU freedom of movement is not open to everyone. You have to be a worker or financially independent.It excludes millions - the poor, the sick, the old, the asylum seeker etc.This is basic EU law. Why does it STILL come as a surprise to every Remainer I ever speak to?",178,59,United Kingdom,-0.0258
778,Anyone want to talk about health tourism ?Anyone want to talk about 10m migrants?No of course no one will tj@a out the real causes of the NHS crisis.@DavidLammy,178,65,United Kingdom,-0.8053
779,Fake Visa scam by a corrupt Garda puts security of Irish people at risk. How many illegal migrants are currently resident in Ireland? We have a right to know the number and when they are going to be expelled. #irishfreedom @LeoVaradkar @CharlieFlanagan https://t.co/2puOt4b88O,178,85,United Kingdom,-0.8957
780,"Scott Morrison has changed since his maiden speech. He has become a Dictator, anti-poor, anti-homeless, anti-refugee. He speaks as a Christian in his maiden speech, but no more. He is a bad liar, demonises the welfare recipients, and is a tyrant. PHILIP. https://t.co/g4MWKb1Uzg",178,95,United Kingdom,-0.9245
781,Asylum Seeker stabbed white British girl to death in Leeds after she refused to have sex with him . Where was the outrage ? These are the people crossing the English channel @patel4witham dont grant them asylum .  https://t.co/FrrFEquZzt,178,170,United Kingdom,-0.9247
782,"These Jewish refugees were lucky enough to hold American visas- but needed to leave Nazi Europe before they expired. Owner of SS Navemar sold tickets at exorbitant prices, packing desperate people into filthy coal-black cargo holds.",177,53,United Kingdom,-0.3291
783,Poland Rejects European Union Migrant Redistribution Plan https://t.co/7HEGtmtlq7 via @BreitbartNews,177,120,United Kingdom,-0.4939
784,"""Let's remember who the real enemy are. It's not Brussels that closed the mines and it's not migrants driving down wages."" Incredible speech at #Lab19 by @labourvsbrexit activist @Simon_P_Hannah. Vote for motion 13! https://t.co/UwrRrtluCL",177,78,United Kingdom,-0.5848
785,"Its totally biased to only report on doom and gloom of Brexit. What not give the other side of the debate, 3 day week in Germany, increased food prices in France, unemployment in Spain, Italian debt, eurozone crisis, Belgium emissions/high taxation. Hungary, migrant debate.",176,70,United Kingdom,-0.9441
786,Why Boris Johnson Can't be TrustedFind out about Boris Johnson's plan to flood Britain with migrants.https://t.co/siuBfF00iP,175,77,United Kingdom,-0.3724
787,"@NJamesWorld @fredsmam Look after our veterans, that is  the priorityReturn illegal migrants immediately.",175,40,United Kingdom,-0.5574
788,"Anytime the media labels Tories who rebelled against Boris Johnson as moderates ask yourself how they voted on austerity, approved arms sales to Saudi Arabia, dealt with Windrush, Grenfell, spoke about refugees, dealt with the housing crisis, homelessness and Islamophobia #brexit",174,77,United Kingdom,-0.5106
789,"Let's say the UK leaves the EU. Then we implement some kind of points based system for skilled EU migrants. Why on earth do people believe they'd want to come here? We've made them feel unwelcome, and we'd be operating in an isolated economy with no single market access.",173,65,United Kingdom,-0.7096
790,"So folks, here's the list of MPs who dispensed with their conscience and voted on Monday to turn away 3000 innocent, frightened, malnourished, orphaned and unaccompanied Syrian refugees.https://t.co/6vcK4C7mgo",171,225,United Kingdom,-0.128
791,"@gemmaod1 My thoughts are with the Irish citizens of #Oughterard who are not being heard by the Dublin liberals who would sell their grandmother for a fiver, and certainly, don't care about rural Ireland. Stop Direct Provision and stop illegal migrants!",171,37,United Kingdom,-0.8186
